areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09
Pelham Bay,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Gardens,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Parkway,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomonok,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Morris,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Heights,Brooklyn,neighborhood,644000.000,667000.000,695000.000,735000.000,783700.000,797000.000,799000.000,848000.000,890000.000,841500.000,799000.000,799000.000,799000.000,814000.000,829000.000,675000.000,600000.000,597500.000,474000.000,582000.000,582000.000,595000.000,595000.000,649000.000,749000.000,835000.000,767000.000,649000.000,679000.000,759000.000,598000.000,598000.000,674000.000,724000.000,765000.000,598000.000,499000.000,625750.000,627000.000,735000.000,799500.000,749999.000,749999.000,825000.000,875000.000,1250000.000,1324500.000,1172000.000,1160000.000,1325000.000,890000.000,995000.000,885000.000,815000.000,799000.000,875000.000,880000.000,860000.000,857500.000,975000.000,917500.000,860000.000,977500.000,999500.000,999500.000,1150000.000,1045000.000,975000.000,930000.000,975000.000,955000.000,1050000.000,1050000.000,1160000.000,1199000.000,1195000.000,1192500.000,1315000.000,1250000.000,1199000.000,1389000.000,1225000.000,1197500.000,1090000.000,1105000.000,1105000.000,1067500.000,1050000.000,1050000.000,1045000.000,1580000.000,1750000.000,1835000.000,1847500.000,1720000.000,1725000.000,1497500.000,1195000.000,1288000.000,1495000.000,1495000.000,1500000.000,1537500.000,1585000.000,1535000.000,1495000.000,1550000.000,1595000.000,1595000.000,1642500.000,1575000.000,1500000.000,1500000.000,1550000.000,1650000.000,1650000.000,1550000.000,1650000.000,1499000.000,1549500.000,1600000.000,1637500.000,1757500.000,1600000.000,1600000.000,1600000.000,1497500.000,1532500.000,1600000.000,1695000.000,1687500.000,1737000.000,1610000.000,1447000.000,1595000.000,1769000.000,1922500.000,1437000.000,1098000.000,1250000.000,1150000.000,1150000.000,1115000.000,1080000.000,1030000.000,1625000.000,1195000.000,1267000.000,1499999.000,1497000.000,1499500.000,1575000.000,1537500.000,1575000.000,1725000.000,1725000.000,1875000.000,1595000.000,1375000.000,1495000.000,1541500.000,1594000.000,1175000.000,1468500.000,1785000.000
Prospect Lefferts Gardens,Brooklyn,neighborhood,,,,,,,385000.000,380000.000,380000.000,355000.000,380000.000,380000.000,407000.000,411000.000,411000.000,407000.000,407000.000,398500.000,390000.000,407000.000,393500.000,425000.000,425000.000,425000.000,380000.000,369000.000,329000.000,380000.000,399000.000,392000.000,483000.000,,530000.000,530000.000,535000.000,535000.000,537000.000,542500.000,,,325000.000,332500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,725000.000,740000.000,740000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,737500.000,725000.000,,725000.000,,,,,,,,732500.000,774500.000,,,,660000.000,,,,,628000.000,,,,,,650000.000,729000.000,674500.000,674500.000,649000.000,649000.000,700000.000,660000.000,620000.000,605000.000,830000.000,747500.000,747500.000,605000.000,637500.000,607500.000,605000.000,605000.000,605000.000,605000.000,610000.000,610000.000,602000.000,602000.000,587500.000,615000.000,632500.000,632500.000,720000.000,655000.000,650000.000,637500.000,650000.000,698000.000,785000.000,750000.000,772500.000,750000.000,776691.000,845000.000
Prospect Park,Brooklyn,submarket,649000.000,647000.000,649000.000,665000.000,687000.000,670000.000,670000.000,650000.000,675000.000,669000.000,639800.000,675000.000,669000.000,655000.000,649000.000,615625.000,607500.000,595000.000,599000.000,599000.000,577625.000,599000.000,616250.000,625000.000,639000.000,635000.000,636250.000,699000.000,699000.000,682000.000,755000.000,694000.000,699000.000,729000.000,749000.000,714000.000,684000.000,737000.000,799000.000,856750.000,875000.000,799000.000,785000.000,795000.000,799000.000,917000.000,1097500.000,997000.000,929000.000,889500.000,899000.000,899000.000,850000.000,849000.000,855000.000,914000.000,950000.000,982000.000,989000.000,1050000.000,899000.000,980000.000,1050000.000,1085000.000,1057500.000,1092500.000,1050000.000,995000.000,999000.000,997000.000,982500.000,1099000.000,1089000.000,1199000.000,1175000.000,1165000.000,1180000.000,1195000.000,1198500.000,1198000.000,1355000.000,1307500.000,1342500.000,1357500.000,1395000.000,1427000.000,1395000.000,1377000.000,1400000.000,1405000.000,1450000.000,1535000.000,1400000.000,1367500.000,1400000.000,1397500.000,1297000.000,1182500.000,1195000.000,1370000.000,1385000.000,1395000.000,1395000.000,1385000.000,1399500.000,1262500.000,1385000.000,1385000.000,1299000.000,1359000.000,1485000.000,1342000.000,1395000.000,1359000.000,1287000.000,1299995.000,1350000.000,1375000.000,1299000.000,1325000.000,1250000.000,1250000.000,1395000.000,1365000.000,1450000.000,1450000.000,1350000.000,1350000.000,1300000.000,1275000.000,1275000.000,1325000.000,1297000.000,1175000.000,1225000.000,1299000.000,1295000.000,1225000.000,1225000.000,1250000.000,1199999.000,1160000.000,1195000.000,1122500.000,1199000.000,1197000.000,1125000.000,1270000.000,1372500.000,1349000.000,1295000.000,1199500.000,1212500.000,1237000.000,1199000.000,1152500.000,1212000.000,1222500.000,1280000.000,1425000.000,1495000.000,1525000.000,1495000.000,1545000.000,1390000.000
Prospect Park South,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660000.000,660000.000,630000.000,,,,,,,,,,,,,,,585000.000,,592498.000,585000.000,565000.000,,545000.000,,,,,,,630000.000,630000.000,624500.000,612500.000,612500.000,,599000.000,649000.000,595000.000,712000.000,767000.000,769000.000,769000.000,784000.000,799000.000,784000.000,769000.000,769000.000,735000.000,700000.000,732000.000,,,,685000.000,675000.000,680000.000,707000.000,,,,,,,,,,
Queens,Queens,borough,525000.000,525000.000,519402.000,499000.000,495000.000,499000.000,488760.000,465000.000,469000.000,483500.000,482000.000,483500.000,490000.000,494000.000,495000.000,499000.000,498750.000,498750.000,486760.000,490000.000,500000.000,515000.000,502750.000,525000.000,549000.000,549000.000,562500.000,565000.000,565000.000,580000.000,599000.000,616000.000,627000.000,573000.000,640000.000,625000.000,620000.000,669000.000,669000.000,669000.000,669000.000,640800.000,630000.000,637500.000,629000.000,615000.000,595000.000,592500.000,595000.000,469000.000,520000.000,525000.000,533944.000,540000.000,560000.000,550000.000,550000.000,550000.000,569620.000,569620.000,595000.000,599000.000,636888.000,678500.000,665000.000,686250.000,700000.000,686250.000,695000.000,699000.000,697000.000,725000.000,726888.000,726888.000,749000.000,752500.000,725000.000,717500.000,697000.000,739500.000,739500.000,750000.000,775000.000,799000.000,829500.000,825000.000,835000.000,850000.000,855000.000,795000.000,751888.000,769000.000,830500.000,780000.000,790000.000,779000.000,753800.000,790000.000,799000.000,799000.000,794100.000,790000.000,815000.000,800000.000,801975.000,822500.000,800000.000,816128.000,812396.000,755000.000,748000.000,749000.000,768000.000,789000.000,810000.000,795000.000,795000.000,772450.000,774950.000,760000.000,772600.000,780000.000,751600.000,795000.000,819000.000,788500.000,750000.000,768936.000,768936.000,750444.000,750000.000,739000.000,740000.000,739000.000,739440.000,759000.000,748689.000,740000.000,738000.000,728000.000,725000.000,726600.000,739440.000,732500.000,740358.000,768000.000,759000.000,765000.000,750000.000,748694.000,748250.000,725000.000,720000.000,735000.000,744650.000,729000.000,722000.000,738500.000,748066.000,749000.000,749000.000,728000.000,719000.000,720968.000,717330.000
Queens Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Hook,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217875.000,1341600.000,1341600.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1341600.000,1341600.000,1345800.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1350000.000,1345800.000,1345800.000,1345800.000,1345800.000,1338675.000,1338675.000,1338675.000,1338675.000,1338675.000,1338675.000,1338675.000,1338675.000,,,,,,,,,,,,925000.000,925000.000,,,,,,,,,,,,,,,972000.000,995000.000,997000.000,997000.000,999000.000,1049500.000,1100000.000,1137500.000,1100000.000,1100000.000,1200000.000,1485000.000,1995000.000,2367000.000,2298000.000,2339000.000,2548000.000,2562500.000,2577000.000,2578000.000,2137500.000,2339000.000,,,1975000.000,2290000.000,2200000.000,,2290000.000,2290000.000,2370000.000,2370000.000,2495000.000,2610000.000,2725000.000,2347500.000,2247500.000
Rego Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,358000.000,,,,,,,,,542500.000,544000.000,557500.000,599000.000,585000.000,599000.000,571000.000,542500.000,571500.000,544000.000,569000.000,599000.000,566000.000,581000.000,614000.000,614000.000,670000.000,557000.000,470000.000,515000.000,515000.000,515000.000,541104.000,609500.000,642500.000,629000.000,629000.000,629000.000,612000.000,592500.000,574500.000,609500.000,642500.000,629000.000,625000.000,,,,,495000.000,457000.000,495000.000,456500.000,464000.000,,,,,,,489000.000,500000.000,500000.000,499000.000,531000.000,,,,,,,,,,587400.000,640000.000,664000.000,628000.000,628000.000,663500.000,628000.000,628000.000,618800.000,618800.000,649000.000,678000.000,678000.000,649000.000,723500.000,698000.000,694000.000,691000.000,694000.000,769444.000,885000.000,625000.000,625000.000,611500.000,598500.000,619000.000,605000.000,619000.000,609000.000,609000.000,597000.000,597000.000,597000.000,597000.000,570000.000,595000.000,575000.000,599000.000,599000.000,650000.000,621220.000,650000.000,650000.000,650000.000,615000.000,592000.000,577500.000,604500.000,612500.000,582500.000,563000.000,569000.000,563000.000,561500.000,535000.000,550000.000,548000.000,539000.000,543500.000,538000.000,538500.000,556100.000,546965.000,556100.000,575000.000,565000.000,565000.000,563595.000,565000.000,556100.000,599000.000,611111.000,635000.000,598730.000
Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgewood,Queens,neighborhood,339000.000,,314000.000,309000.000,329000.000,329000.000,329000.000,,,334000.000,339000.000,379000.000,379000.000,379000.000,384000.000,379000.000,384000.000,384000.000,389000.000,389000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000.000,449000.000,449000.000,479500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489999.000,,515000.000,515000.000,515000.000,,,,,562000.000,,522000.000,,,,,,,,,,,,,,,,,,,,,,,,650000.000,667500.000,629000.000,629000.000,641500.000,,,,,596500.000,598000.000,596500.000,598000.000,617000.000,617000.000,598000.000,606500.000,620000.000,,,,699500.000,699000.000,699000.000,597500.000,597500.000,570000.000,610000.000,555000.000,555000.000,555000.000,,,,,,,,
Riverdale,Bronx,neighborhood,575000.000,566000.000,575000.000,558500.000,551500.000,549000.000,534000.000,541500.000,539000.000,556000.000,566000.000,566000.000,593000.000,563000.000,569000.000,622500.000,622500.000,584000.000,554000.000,549000.000,549000.000,595000.000,589500.000,575000.000,589500.000,589500.000,595000.000,595000.000,575000.000,562000.000,575000.000,572000.000,595000.000,595000.000,622500.000,589500.000,544000.000,539000.000,579000.000,541500.000,529000.000,592000.000,582000.000,546500.000,544000.000,620000.000,541500.000,534000.000,549000.000,549000.000,549000.000,580000.000,595000.000,595000.000,607450.000,635000.000,627500.000,644000.000,635000.000,699000.000,699000.000,835000.000,884500.000,890000.000,849500.000,875000.000,884950.000,890000.000,877450.000,895000.000,892500.000,875000.000,899000.000,899000.000,890000.000,799500.000,894500.000,814500.000,845000.000,701500.000,655000.000,640000.000,701500.000,890000.000,819000.000,819000.000,728000.000,738000.000,748000.000,794500.000,857450.000,894950.000,799000.000,947450.000,824900.000,1070000.000,1100000.000,1085000.000,1115000.000,1100000.000,1095000.000,1090000.000,1090000.000,998000.000,1070000.000,1034000.000,998000.000,965000.000,849000.000,774000.000,764500.000,749900.000,813750.000,998000.000,842500.000,850000.000,749900.000,887500.000,850000.000,842500.000,799000.000,820750.000,799000.000,850000.000,842500.000,640000.000,649000.000,739000.000,785000.000,677000.000,669000.000,659000.000,785000.000,850000.000,925000.000,855000.000,855000.000,875000.000,887000.000,875000.000,900000.000,899500.000,865000.000,857000.000,798000.000,812450.000,799000.000,740000.000,740000.000,632450.000,645000.000,740000.000,745000.000,750000.000,699500.000,750000.000,799500.000,725000.000,725000.000,750000.000,923750.000,948750.000,900000.000,889000.000,882000.000
Rockaway All,Queens,neighborhood,470355.000,470355.000,470355.000,470355.000,470355.000,470355.000,461000.000,454770.000,454770.000,461000.000,454770.000,424185.000,454770.000,454770.000,454770.000,393600.000,459240.000,454770.000,424185.000,459240.000,459240.000,459240.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000.000,399000.000,399000.000,399000.000,394000.000,412000.000,425000.000,399000.000,,,,472000.000,437000.000,464000.000,374500.000,427000.000,450000.000,354500.000,,,,429000.000,429000.000,482000.000,429000.000,529000.000,524000.000,489000.000,464000.000,464000.000,529000.000,532000.000,532000.000,529000.000,529000.000,499000.000,514000.000,468500.000,540000.000,540000.000,519000.000,499000.000,540000.000,519500.000,450000.000,472500.000,485000.000,455000.000,455000.000,455000.000,450000.000,549000.000,475000.000,482000.000,469000.000,482000.000,549000.000,455000.000,495000.000,437500.000,455000.000,455000.000,527000.000,529000.000,589000.000,659500.000,629500.000,599999.000,599999.000,599000.000,599000.000,575000.000,587000.000,637000.000,682000.000,618000.000,645000.000,594000.000,599000.000,599000.000,642000.000,642000.000,619000.000,599000.000,629000.000,650000.000,689000.000,689000.000,679000.000,652000.000,622000.000,625000.000,622000.000,675000.000,695000.000,575000.000,612500.000,612500.000,622000.000,695000.000,707000.000
Roosevelt Island,Manhattan,neighborhood,672000.000,647500.000,639000.000,639500.000,639500.000,723000.000,784000.000,612500.000,,,,,,789500.000,,,,,,736000.000,737000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274500.000,1240000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937500.000,,975000.000,,,,,,1050000.000,1050000.000,950000.000,950000.000,,,,,,,,,,,,,,
Rosedale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuylerville,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheepshead Bay,Brooklyn,neighborhood,510000.000,454000.000,459000.000,454000.000,441000.000,449000.000,449000.000,449000.000,449000.000,445000.000,449000.000,449000.000,449000.000,449000.000,449000.000,449000.000,449000.000,449000.000,449000.000,449000.000,449000.000,449000.000,449000.000,449000.000,449000.000,449000.000,459000.000,459000.000,477000.000,495000.000,485000.000,467000.000,459000.000,475000.000,444000.000,475000.000,487500.000,487500.000,449000.000,467000.000,458000.000,487500.000,475000.000,467000.000,471000.000,477000.000,492000.000,489000.000,495000.000,492000.000,489000.000,479000.000,484000.000,495000.000,495000.000,569000.000,559500.000,592500.000,599000.000,579500.000,584000.000,599000.000,549000.000,514000.000,489000.000,550000.000,535000.000,499000.000,499000.000,569000.000,544500.000,569500.000,569000.000,550000.000,539000.000,539000.000,550000.000,540000.000,559500.000,627000.000,635000.000,637000.000,652000.000,656400.000,660000.000,663600.000,672000.000,689000.000,735000.000,745000.000,742500.000,742500.000,729000.000,690000.000,675000.000,675000.000,675000.000,682250.000,667375.000,668000.000,668000.000,666390.000,665875.000,666750.000,675000.000,665000.000,692500.000,659000.000,659000.000,659000.000,698125.000,699000.000,681250.000,712500.000,669000.000,659500.000,654500.000,657000.000,650000.000,650000.000,658000.000,653500.000,649000.000,660000.000,649000.000,649000.000,660000.000,679000.000,679000.000,665500.000,663000.000,680500.000,689000.000,689000.000,649500.000,659000.000,659000.000,649000.000,646500.000,646500.000,645000.000,646500.000,649500.000,654500.000,689000.000,699000.000,682000.000,720000.000,709000.000,699500.000,639000.000,639000.000,599000.000,599000.000,639000.000,599000.000,634500.000,670000.000,655000.000,695000.000,639900.000,665000.000,699000.000,700000.000,700000.000
Soho,Manhattan,neighborhood,2995000.000,3200000.000,2957500.000,2925000.000,3295000.000,3175000.000,3175000.000,2995000.000,2872500.000,2900000.000,3175000.000,3295000.000,3175000.000,2600000.000,2299998.000,2550000.000,2500000.000,2600000.000,2795000.000,2295000.000,2250000.000,2125000.000,2299998.000,1985000.000,1985000.000,1897000.000,2000000.000,2450000.000,2450000.000,2600000.000,2600000.000,2600000.000,3397500.000,3445000.000,3495000.000,3347500.000,3497500.000,3950000.000,4225000.000,4275000.000,4347500.000,4500000.000,3750000.000,3200000.000,3647500.000,2590525.000,2564388.000,2635750.000,2759813.000,2873000.000,2729813.000,2995000.000,3350000.000,3100000.000,2965000.000,2785000.000,2896000.000,2767500.000,2725000.000,3825000.000,3950000.000,3972500.000,3862500.000,4375000.000,4050000.000,4995000.000,4200000.000,4200000.000,4225000.000,4250000.000,4600000.000,4600000.000,4200000.000,4200000.000,3825000.000,4012500.000,4092500.000,4000000.000,3975000.000,3950000.000,4200000.000,4450000.000,4487500.000,4500000.000,4500000.000,4400000.000,4220000.000,4199000.000,4225000.000,4495000.000,4225000.000,4200000.000,4025000.000,4000000.000,4495000.000,4495000.000,4262500.000,4250000.000,4250000.000,4250000.000,3999000.000,3725000.000,3992500.000,3925000.000,4187500.000,3990000.000,3800000.000,3695000.000,3345000.000,3420000.000,3550000.000,3572500.000,3645000.000,3700000.000,3295000.000,3415000.000,3535000.000,3612500.000,3499000.000,3517500.000,3535000.000,3535000.000,3500000.000,3500000.000,3172500.000,3422000.000,3247500.000,3425000.000,3495000.000,3150000.000,3197500.000,3460000.000,3395000.000,3050000.000,3295000.000,3495000.000,3395000.000,3700000.000,3750000.000,3750000.000,3975000.000,3995000.000,4327500.000,4300000.000,4327500.000,4290000.000,4345000.000,4260000.000,4422500.000,4649500.000,4700000.000,4733700.000,4830700.000,4875000.000,4995000.000,4830700.000,4875000.000,4995000.000,4945000.000,5000000.000,5000000.000,4995000.000,4997500.000,5000000.000,5000000.000
Soundview,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Brooklyn,Brooklyn,submarket,499000.000,488000.000,459000.000,469000.000,462000.000,449000.000,439000.000,439500.000,435000.000,437000.000,448000.000,449000.000,449000.000,449000.000,449000.000,449000.000,450000.000,452500.000,459000.000,450000.000,464500.000,459000.000,454500.000,459000.000,459000.000,459000.000,454500.000,470125.000,500000.000,499000.000,499000.000,499000.000,459000.000,475000.000,489000.000,499000.000,499000.000,500000.000,499000.000,484000.000,475000.000,483500.000,488000.000,488000.000,485000.000,479000.000,478000.000,463000.000,475000.000,467000.000,467000.000,459000.000,485000.000,489000.000,495000.000,499000.000,549000.000,539000.000,539000.000,529000.000,507500.000,520000.000,500000.000,515000.000,539500.000,575000.000,575000.000,582500.000,599000.000,599000.000,575000.000,594000.000,575000.000,575000.000,575000.000,588500.000,580000.000,589000.000,599999.000,625000.000,639500.000,647000.000,652000.000,650000.000,650000.000,650000.000,653900.000,660000.000,680000.000,679000.000,675000.000,657273.000,675000.000,690000.000,690000.000,695000.000,699000.000,699000.000,675000.000,679000.000,673000.000,668000.000,678500.000,680000.000,680000.000,680000.000,679500.000,686500.000,680000.000,679000.000,677000.000,680000.000,675000.000,688000.000,678500.000,675000.000,670444.000,669000.000,672444.000,675000.000,665000.000,649000.000,640000.000,640000.000,649000.000,675000.000,679000.000,675000.000,682500.000,685000.000,685000.000,679000.000,677250.000,679000.000,679000.000,689000.000,686000.000,679000.000,674900.000,670500.000,663500.000,668000.000,679000.000,679000.000,684500.000,684500.000,680000.000,680000.000,668000.000,663500.000,664500.000,663000.000,664500.000,663000.000,658000.000,649000.000,639000.000,648500.000,655000.000,659000.000,678000.000,699000.000,699000.000,700000.000,699999.000
South Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Queens,Queens,submarket,,,,399000.000,394000.000,409000.000,389000.000,389000.000,384000.000,382000.000,380000.000,380000.000,382000.000,382000.000,380000.000,380000.000,379500.000,379500.000,379000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487000.000,,350000.000,,,,,,,,,,,444000.000,444000.000,,444000.000,,424000.000,436500.000,389500.000,,,,,,,,448500.000,429000.000,423944.000,429000.000,430000.000,439950.000,410000.000,,430000.000,438750.000,438750.000,432500.000,387000.000,375000.000,377500.000,377500.000,382500.000,399000.000,370000.000,359500.000,,,,,,469000.000,429000.000,469500.000,474500.000,474000.000,,,,,,,,,,,,,395000.000,385400.000,,,,,,,,398500.000,389500.000,379500.000,379500.000,406500.000,428800.000,428800.000,421400.000,428800.000,413999.000,,399000.000,427450.000,,,,,,,,,,,,,420000.000,325000.000,,
South Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Albans,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
